index,start_expression,end_expression,result,best_expr,total_time,class,condition
11,( <= ( max ( / ( - v0 1 ) 2 ) ( + ( / ( - v0 3 ) 2 ) ( * ( % ( + v0 1 ) 2 ) 2 ) ) ) ( / ( + v0 1 ) 2 ) ),1/0,false,"(<= (max (* 2 (""%"" (+ -1 v0) 2)) (+ (/ (+ -3 v0) -2) (/ (+ -1 v0) 2))) (+ (/ (+ 1 v0) 2) (/ (+ -3 v0) -2)))",3.295633711,-1,0
12,( <= ( max ( / ( - ( + ( + ( * v0 161 ) v1 ) v2 ) 1 ) 2 ) ( + ( / ( - ( + ( + ( * v0 161 ) v1 ) v2 ) 3 ) 2 ) ( * ( % ( + ( + ( + ( * v0 161 ) v1 ) v2 ) 1 ) 2 ) 2 ) ) ) ( / ( + ( + ( + ( * v0 161 ) v1 ) v2 ) 1 ) 2 ) ),1/0,false,"(<= (max (* 2 (""%"" (+ v2 (- (+ 1 v1) (* -161 v0))) 2)) (+ (/ (+ (* 161 v0) (- (+ v2 v1) 3)) -2) (/ (+ 1 (- (* -161 v0) (+ v2 v1))) -2))) (+ (/ (+ v2 (- (+ 1 v1) (* -161 v0))) 2) (/ (+ (* 161 v0) (- (+ v2 v1) 3)) -2)))",3.327365651,-1,0
13,( <= ( + ( max ( / v0 2 ) -2 ) 1 ) ( max ( / ( + v0 3 ) 2 ) 0 ) ),1/0,false,(<= (max -1 (/ (+ 2 v0) 2)) (max 0 (/ (+ 3 v0) 2))),3.292414296,-1,0
14,( <= ( max ( / ( - ( + ( + ( * v0 41 ) v1 ) v2 ) 1 ) 2 ) ( + ( / ( - ( + ( + ( * v0 41 ) v1 ) v2 ) 3 ) 2 ) ( * ( % ( + ( + ( + ( * v0 41 ) v1 ) v2 ) 1 ) 2 ) 2 ) ) ) ( / ( + ( + ( + ( * v0 41 ) v1 ) v2 ) 1 ) 2 ) ),1/0,false,"(<= (max (* 2 (""%"" (+ v2 (- (+ 1 v1) (* -41 v0))) 2)) (+ (/ (+ (* 41 v0) (- (+ v2 v1) 3)) -2) (/ (+ 1 (- (* -41 v0) (+ v2 v1))) -2))) (+ (/ (+ v2 (- (+ 1 v1) (* -41 v0))) 2) (/ (+ (* 41 v0) (- (+ v2 v1) 3)) -2)))",3.33006658,-1,0
15,( <= ( max ( / ( - ( + ( + ( * v0 81 ) v1 ) v2 ) 1 ) 2 ) ( + ( / ( - ( + ( + ( * v0 81 ) v1 ) v2 ) 3 ) 2 ) ( * ( % ( + ( + ( + ( * v0 81 ) v1 ) v2 ) 1 ) 2 ) 2 ) ) ) ( / ( + ( + ( + ( * v0 81 ) v1 ) v2 ) 1 ) 2 ) ),1/0,false,"(<= (max (* 2 (""%"" (+ v2 (- (+ 1 v1) (* -81 v0))) 2)) (+ (/ (+ (* 81 v0) (- (+ v2 v1) 3)) -2) (/ (+ 1 (- (* -81 v0) (+ v2 v1))) -2))) (+ (/ (+ v2 (- (+ 1 v1) (* -81 v0))) 2) (/ (+ (* 81 v0) (- (+ v2 v1) 3)) -2)))",3.3290413770000002,-1,0
16,( <= ( max ( / ( - v0 v1 ) 2 ) -1 ) ( max ( / ( + ( - v0 v1 ) 1 ) 2 ) 0 ) ),1/0,false,(<= (max -1 (/ (- v0 v1) 2)) (max 0 (/ (+ (- 0 v1) (+ 1 v0)) 2))),2.10276944,-1,0
17,( <= ( min ( min ( min ( min ( + ( - v0 ( + ( * v1 144 ) v2 ) ) 2 ) v3 ) ( + v3 1 ) ) ( + ( min ( min ( min ( min ( min ( min ( min ( min ( min ( min v4 v5 ) v6 ) v7 ) v8 ) v9 ) v10 ) v11 ) v12 ) ( - ( / ( - ( + v13 v14 ) 55 ) 4 ) ( + ( * v1 144 ) v2 ) ) ) ( - ( / ( - ( + v13 v14 ) 54 ) 4 ) ( + ( * v1 144 ) v2 ) ) ) 16 ) ) ( + v15 17 ) ) 12 ),1/0,false,(! (&& (&& (< -4 (min (min (min v4 v5) (min v6 v7)) (min (min v8 v9) (min v10 v11)))) (< (+ (+ v2 (* v1 144)) -4) (min (/ (- v13 (- 55 v14)) 4) (+ v12 (+ v2 (* v1 144)))))) (&& (< -5 v15) (&& (< (+ 12 (- -2 v0)) (min (- (* v1 -144) v2) (+ v3 (- -2 v0)))) (< -16 (+ (+ v13 (+ v14 -54)) (+ (* v2 -4) (* v1 -576)))))))),3.367977097,-1,0
18,( <= ( min ( min ( min ( + ( min ( - v0 ( + ( * v1 144 ) v2 ) ) v3 ) 1 ) v3 ) ( + v3 2 ) ) ( + ( min ( min ( min v4 v5 ) ( - ( / ( - ( + v6 v7 ) 29 ) 2 ) ( + ( * v1 144 ) v2 ) ) ) v8 ) 16 ) ) 14 ),1/0,false,(! (&& (< (+ -2 (+ v2 (* v1 144))) (min (/ (+ v6 (+ v7 -29)) 2) (+ (min v4 v5) (+ v2 (* v1 144))))) (&& (< (- 14 v0) (+ (* v1 -144) (- 1 v2))) (< 14 (min v3 (+ v8 16)))))),3.297000814,-1,0
19,( <= ( / ( - ( min ( + ( / ( - ( + ( min v0 101 ) v1 ) 163 ) 32 ) ( * ( / ( - v2 1 ) 8 ) 8 ) ) ( - v3 8 ) ) 15 ) 2 ) ( + ( / v4 2 ) ( * ( / ( + ( - ( / ( + ( min ( + ( / ( - ( + ( min v0 101 ) v1 ) 163 ) 32 ) ( * ( / ( + v2 7 ) 8 ) 8 ) ) v3 ) 1 ) 2 ) ( / v4 2 ) ) 1 ) 14 ) 14 ) ) ),1/0,false,"(<= (/ (+ (/ (+ (min (+ (/ (+ (min v0 101) (+ v1 -163)) 32) (- (+ v2 -1) (""%"" (+ v2 -1) -8))) (+ v3 -8)) -15) 2) (/ v4 -2)) 14) (/ (+ (/ (+ 1 (min v3 (+ (/ (+ (min v0 101) (+ v1 -163)) 32) (* 8 (/ (+ v2 7) 8))))) 2) (- 1 (/ v4 2))) 14))",3.2525747320000002,-1,0
20,( <= ( - ( min ( + ( / ( - ( + ( min v0 101 ) v1 ) 163 ) 32 ) ( * ( / ( - v2 1 ) 8 ) 8 ) ) ( - v3 8 ) ) 18 ) ( + ( * ( / ( - ( - ( min ( + ( / ( - ( + ( min v0 101 ) v1 ) 163 ) 32 ) ( * ( / ( + v2 7 ) 8 ) 8 ) ) v3 ) v4 ) 1 ) 26 ) 26 ) v4 ) ),1/0,false,(<= (min (- (+ (/ (+ (min v0 101) (+ v1 -163)) 32) (+ (* 8 (/ (- v2 1) 8)) -18)) v4) (- (+ v3 -26) v4)) (* 26 (/ (+ (min v3 (+ (/ (+ (min v0 101) (+ v1 -163)) 32) (* 8 (/ (+ v2 7) 8)))) (- -1 v4)) 26))),3.263268407,-1,0
21,( <= ( / ( + ( min ( + ( / ( - ( + ( min v0 101 ) v1 ) 163 ) 32 ) ( * ( / ( - v2 1 ) 8 ) 8 ) ) ( - v3 8 ) ) 5 ) 2 ) ( + ( / v4 2 ) ( * ( / ( + ( - ( / ( + ( min ( + ( / ( - ( + ( min v0 101 ) v1 ) 163 ) 32 ) ( * ( / ( + v2 7 ) 8 ) 8 ) ) v3 ) 1 ) 2 ) ( / v4 2 ) ) 1 ) 4 ) 4 ) ) ),1/0,false,(<= (/ (+ (/ (+ (/ (+ (min v0 101) (+ v1 -163)) 32) (min (+ (* 8 (/ (+ v2 -1) 8)) 5) (- (+ 5 (- -5 (- 3 v3))) (/ (+ (min v0 101) (+ v1 -163)) 32)))) 2) (/ v4 -2)) 4) (/ (+ 1 (/ (+ (min v3 (+ (/ (+ (min v0 101) (+ v1 -163)) 32) (* 8 (/ (+ v2 7) 8)))) (+ 1 (* (/ v4 2) -2))) 2)) 4)),3.278445138,-1,0
